date,tmax,tmin,rh,u2,rs,rain,et0
2024-11-19,11.16,3.39,80.88,2.41,7.42,0.0,1.191093164246245
2024-11-20,14.39,4.51,77.4,1.51,9.39,0.0,1.3779574585858416
2024-11-21,15.56,1.74,69.14,1.78,11.84,0.0,1.7077111542929333
2024-11-22,14.96,1.28,65.42,1.71,11.76,0.0,1.7253191394870748
2024-11-23,13.68,0.86,70.69,2.23,9.69,0.0,1.5584591272908284
2024-11-24,11.56,1.76,75.1,2.13,5.91,0.01,1.2148563964675339
2024-11-25,6.98,-0.4,82.03,3.02,3.39,14.04,0.864049918565798
2024-11-26,8.15,-5.6,53.73,3.39,12.23,0.0,1.8478587271094857
2024-11-27,6.22,-6.33,48.41,3.83,12.52,0.0,1.9172404168618626
2024-11-28,8.0,-3.98,58.14,3.63,11.95,0.0,1.7813618017899169
2024-11-29,15.29,-1.79,59.99,1.91,11.67,0.0,1.8190723503854491
2024-11-30,15.82,0.92,67.48,1.97,9.85,0.0,1.6568237450197005
2024-12-01,16.01,1.07,71.75,1.85,9.47,0.0,1.5129520020797886
2024-12-02,7.45,-0.07,57.04,4.25,9.65,0.0,1.934289988771493
2024-12-03,9.53,-3.31,56.82,1.13,11.03,0.0,1.2959593806537535
2024-12-04,10.1,-1.98,58.41,1.01,9.31,0.0,1.221953434761699
2024-12-05,10.84,-2.71,71.18,1.55,9.84,0.0,1.2049524944363008
2024-12-06,11.05,-1.87,65.56,1.99,8.76,0.0,1.3906790382048468
2024-12-07,3.61,-4.43,63.22,3.17,11.41,0.0,1.3184767450710035
2024-12-08,7.37,-4.05,51.49,1.32,11.38,0.0,1.324217004257347
2024-12-09,6.81,-3.59,58.42,1.4,7.59,0.0,1.1486563335627127
2024-12-10,7.61,-0.57,59.67,1.25,5.9,0.0,1.1204386619595457
2024-12-11,6.11,-2.85,80.86,1.99,7.27,0.0,0.8532160030793158
2024-12-12,4.73,-3.14,77.8,1.34,4.56,1.04,0.7367380292462984
2024-12-13,4.17,-3.92,65.97,3.56,8.55,1.46,1.2681957425173802
2024-12-14,4.8,-5.04,60.73,1.75,11.25,0.16,1.1771193303375065
2024-12-15,6.98,-4.29,54.62,1.61,11.18,0.0,1.3306397643279086
2024-12-16,8.07,-3.5,61.25,1.47,10.78,0.0,1.2409470362739872
2024-12-17,6.38,-3.95,60.84,2.47,9.8,0.0,1.35805416468159
2024-12-18,2.82,-4.64,66.81,2.37,11.13,0.0,1.1032717256778344
2024-12-19,2.25,-4.62,71.02,2.04,6.97,0.0,0.8923144463087493
2024-12-20,5.11,-6.04,73.78,2.86,8.82,0.0,1.0133953966983136
2024-12-21,0.78,-8.27,61.04,3.45,11.17,0.0,1.1653809773029442
2024-12-22,3.61,-7.16,57.64,1.04,11.05,0.0,0.9785724651155466
2024-12-23,5.3,-3.82,56.73,1.03,10.49,0.0,1.076174874947379
2024-12-24,3.89,-4.59,68.37,1.99,3.74,0.0,0.906842027980969
2024-12-25,4.64,-3.97,73.55,2.14,6.59,0.0,0.9281643070111865
2024-12-26,3.16,-6.02,54.56,2.61,10.46,0.0,1.336746659294804
2024-12-27,2.71,-5.06,49.38,2.61,10.97,0.0,1.4491371099538763
2024-12-28,5.46,-8.35,58.8,1.93,11.03,0.0,1.2054750480292677
2024-12-29,6.39,-6.73,69.58,2.95,8.57,0.0,1.1540319957468952
2024-12-30,7.69,-4.27,66.4,2.19,9.38,0.0,1.24272533804673
2024-12-31,8.09,-4.98,63.13,2.73,11.26,0.0,1.4501651981205836
